Populations
7.0
2654.0
4490.0
746.0
344.0
30991.0
21516.0
14728.0
2432.0
628.0
932.0
9064.0
281.0
22749.0
8237.0
1278.0
4131.0
761.0
354.0
2169.0
1952.0
2234.0
23469.0
10121.0
6010.0
56908.0
884.0
544.0
607.0
610.0
273.0
180.0
8316.0
2659.0
1062.0
297.0
194.0
212.0
47.0
1130.0
27289.0
145.0
212038.0
208.0
1694.0
94.0
9653.0
323.0
115.0
817.0
4905.0
5347.0
2395.0
2919.0
894.0
1357.0
1842.0
2074.0
1859.0
12472.0
1990.0
999.0
1996.0
55.0
299.0
1006.0
582.0
1816.0
16961.0
3574.0
2723.0
1256.0
10801.0
1038.0
6023.0
5124.0
3886.0
8669.0
9727.0
588.0
2976.0
1316.0
1553.0
1673.0
229.0
344.0
985.0
1979.0
268.0
745.0
4203.0
1232.0
2061.0
1294.0
260.0
609.0
1929.0
1924.0
1853.0
333.0
14864.0
123.0
3194.0
5270.0
22845.0
1236.0
212.0
51.0
1166.0
55996.0
7292.0
232.0
593.0
2000.0
67382.0
1068.0
758.0
334.0
314.0
2447.0
1012.0
200.0
3953.0
1577.0
129.0
448.0
1285.0
51.0
27789.0
187.0
75.0
12943.0
2883.0
521.0
3866.0
705.0
11029.0
16479.0
448.0
1281.0
95.0
4550.0
141.0
1427.0
1986.0
39447.0
15402.0
632.0
1290.0
14104.0
142.0
1280.0
282.0
265.0
8570.0
1023.0
36674.0
202.0
223.0
490.0
13849.0
144.0
165.0
4491.0
1683.0
900.0
212.0
504.0
5208.0
189.0
54.0
2258.0
1396.0
1720.0
331.0
315.0
267.0
912.0
2148.0
2435.0
7896.0
557.0
1525.0
2355.0
10118.0
8343.0
796.0
175.0
1503.0
102.0
4103.0
6629.0
486.0
3159.0
1673.0
2647.0
14489.0
1341.0
897.0
4651.0
258.0
3457.0
17209.0
2343.0
418.0
535.0
762.0
286.0
4343.0
798.0
992.0
25262.0
83412.0
230.0
15991.0
183739.0
585.0
353.0
719.0
2463.0
12426.0
5080.0
817.0
12430.0
14235.0
2598.0
224.0
206.0
438.0
989.0
2781.0
2222.0
544.0
2985.0
143.0
2036.0
6431.0
269.0
11885.0
1021.0
725.0
117.0
2090.0
731.0
116.0
6337.0
2055.0
2308.0
2194.0
527.0
1005.0
3459.0
184.0
519.0
1198.0
504.0
111.0
1680.0
2845.0
647.0
230.0
515.0
10.0
44972.0
349.0
751.0
1455.0
707.0
4470.0
3574.0
382.0
29.0
363.0
5323.0
2403.0
477.0
14952.0
1028.0
532.0
194822.0
6363.0
6452.0
205293.0
12150.0
56.0
1887.0
989.0
3414.0
2441.0
20369.0
1562.0
829.0
1278.0
13371.0
126.0
353.0
36.0
215.0
345.0
94.0
181.0
1161.0
2802.0
764.0
1510.0
529.0
624.0
145.0
24088.0
921.0
524.0
25.0
774.0
3629.0
1164.0
6638.0
185.0
27825.0
6688.0
5620.0
198.0
1709.0
21275.0
14901.0
209.0
978.0
22012.0
13129.0
218.0
603.0
59.0
36185.0
1197.0
597.0
4799.0
6555.0
652.0
130.0
950.0
282.0
7180.0
719.0
10371.0
418.0
136.0
955.0
34873.0
2826.0
22416.0
217.0
1656.0
9666.0
4978.0
406.0
3153.0
490.0
648.0
1675.0
1366.0
277.0
112.0
529.0
2255.0
183.0
6015.0
5547.0
458.0
1250.0
319.0
9843.0
468.0
417.0
1940.0
560.0
248.0
13490.0
1743.0
6133.0
14786.0
767.0
20251.0
3019.0
9018.0
274.0
464.0
446.0
729.0
431.0
848.0
1990.0
5098.0
843.0
727.0
8491.0
745.0
7330.0
4154.0
1056.0
2027.0
1889.0
2474.0
927.0
770.0
250.0
12761.0
1858.0
1542.0
15591.0
165.0
4829.0
6340.0
2413.0
404.0
4099.0
2002.0
1085.0
135.0
648.0
498.0
2136.0
18264.0
20178.0
93357.0
8408.0
9477.0
396.0
233.0
78.0
3791.0
1701.0
9476.0
3966.0
555.0
1541.0
1953.0
34090.0
358.0
2038.0
306.0
742.0
280.0
697.0
3216.0
202.0
146.0
3068.0
1440.0
813.0
1267.0
337.0
1358.0
586.0
7103.0
839.0
1929.0
694.0
4684.0
182.0
1439.0
743.0
183.0
2462.0
326.0
74.0
360.0
1043.0
709.0
228.0
109.0
268.0
332.0
298610.0
253.0
456.0
522.0
88.0
67.0
241.0
4346.0
6371.0
12.0
406.0
432.0
435.0
982.0
92.0
123.0
65.0
183.0
108.0
2267.0
1250.0
127.0
974.0
2413.0
120.0
88.0
308.0
110.0
120.0
345.0
799.0
32312.0
35.0
599.0
486.0
712.0
163.0
253.0
201.0
437.0
